time,open,high,low,close,Volume,Volume MA
2022-01-02T01:45:00Z,47412.43,47412.43,47340.89,47379.21,1.88304671,4.369283535000266
2022-01-02T02:00:00Z,47381.73,47444.53,47340.8,47437.93,7.29688962,4.4846918620002665
2022-01-02T02:15:00Z,47437.93,47459,47327.47,47345.01,1.9113369,4.526755040500266
2022-01-02T02:30:00Z,47345.58,47448.04,47291.14,47359.7,1.30643183,4.336408443500265
2022-01-02T02:45:00Z,47383.71,47440.02,47380.68,47387.65,0.82055339,4.221200010500265
2022-01-02T03:00:00Z,47384.7,47410.65,47308.47,47308.47,2.07684202,4.081595351500265
2022-01-02T03:15:00Z,47324.63,47397.65,47277,47397.65,2.32817492,3.6725033690002653
2022-01-02T03:30:00Z,47397.65,47484.68,47386.31,47406.01,3.46630938,3.7727451640002654
2022-01-02T03:45:00Z,47384.93,47387.15,47283.82,47348.29,1.72165229,3.721494586000265
2022-01-02T04:00:00Z,47348.29,47436.03,47321.35,47401.88,0.9702304,3.6970338580002653
2022-01-02T04:15:00Z,47373.2,47373.2,47307.56,47320.89,1.40556771,3.644400621500265
2022-01-02T04:30:00Z,47319.36,47389.94,47140,47183.9,16.77703211,4.088524626500265
2022-01-02T04:45:00Z,47149.76,47149.76,46780,46912.64,36.20740302,5.3822806685002655
2022-01-02T05:00:00Z,46918.6,47002.1,46842.57,46896.98,6.35153699,5.524272724500266
2022-01-02T05:15:00Z,46874.34,46972.35,46848.66,46959.95,0.92160666,5.188225199000265
2022-01-02T05:30:00Z,46955.25,47084.28,46942.68,46957.74,3.61504376,5.083493770000265
2022-01-02T05:45:00Z,46979.46,47102.73,46938.03,47095.1,3.91622626,5.025803982500266
2022-01-02T06:00:00Z,47094.24,47142.95,47029.81,47059.1,4.66095612,5.039289208500265
2022-01-02T06:15:00Z,47042.75,47189,47042.75,47124.73,2.38084351,5.076161293000266
2022-01-02T06:30:00Z,47110.63,47229,47085.42,47206.74,17.49274948,5.8755216540002655
2022-01-02T06:45:00Z,47239,47239,47126.49,47155.89,1.80399981,5.871569309000265
2022-01-02T07:00:00Z,47111.71,47191.04,47102.23,47122.12,2.99838962,5.656644309000265
2022-01-02T07:15:00Z,47157.44,47219.04,47145.15,47197.34,1.23130864,5.622642896000265
2022-01-02T07:30:00Z,47201.86,47314.87,47191.6,47192.13,5.37116386,5.8258794975002655
2022-01-02T07:45:00Z,47195.39,47195.39,47115.77,47194.81,1.9021166,5.879957658000265
2022-01-02T08:00:00Z,47196.75,47196.75,46992.7,47080.21,3.90767014,5.971499064000264
2022-01-02T08:15:00Z,47074.51,47241.1,47058.06,47176.9,2.10607668,5.960394152000265
2022-01-02T08:30:00Z,47176.9,47196.14,47075.3,47165.5,1.21522005,5.847839685500265
2022-01-02T08:45:00Z,47180.16,47243.7,47180.16,47238.28,2.65230867,5.894372504500265
2022-01-02T09:00:00Z,47225.72,47250.61,47165.8,47238.48,0.97031219,5.894376594000265
2022-01-02T09:15:00Z,47223.81,47503.03,47177.42,47369.51,16.33577618,6.6408870175002646
2022-01-02T09:30:00Z,47366.88,47401.56,47350.3,47397.66,2.45122364,5.924596594000265
2022-01-02T09:45:00Z,47391,47391,47277.85,47291.54,4.97302105,4.362877495500265
2022-01-02T10:00:00Z,47268,47354.26,47268,47354.26,1.38594608,4.114597950000265
2022-01-02T10:15:00Z,47344.36,47350,47265.94,47292.88,3.03509928,4.220272581000264
2022-01-02T10:30:00Z,47292.68,47343.15,47230,47278.33,1.68754265,4.123897525500264
2022-01-02T10:45:00Z,47268.32,47283.06,47160,47201.74,0.97666037,3.9769192310002643
2022-01-02T11:00:00Z,47203.03,47286.51,47190.98,47282.99,2.30763813,3.859253331500265
2022-01-02T11:15:00Z,47282.99,47352.94,47268.22,47323.62,3.87429657,3.9339259845002643
2022-01-02T11:30:00Z,47328.41,47399,47283.21,47287.03,2.51414369,3.1849956950002642
2022-01-02T11:45:00Z,47283.28,47287.73,47216.82,47254.45,1.80358959,3.1849751840002645
2022-01-02T12:00:00Z,47247.22,47261.64,47033.93,47105.09,6.68671553,3.369391479500264
2022-01-02T12:15:00Z,47131.45,47207.33,47077.59,47171.38,9.57780925,3.7867165100002644
2022-01-02T12:30:00Z,47166.71,47446.1,47147.34,47321.03,1.83321548,3.609819091000265
2022-01-02T12:45:00Z,47340.14,47385.48,47300.27,47308.81,1.79153109,3.604289815500265
2022-01-02T13:00:00Z,47310.66,47311.8,47128.88,47128.88,1.74633479,3.496223048000266
2022-01-02T13:15:00Z,47128.88,47273.96,47079.76,47248.26,5.16396003,3.649117215500266
2022-01-02T13:30:00Z,47243.54,47262.12,47143.19,47189.99,1.97773127,3.687242776500266
2022-01-02T13:45:00Z,47189.99,47189.99,47107.55,47151.67,2.74316358,3.6917855220002664
2022-01-02T14:00:00Z,47134.52,47200.04,47108.88,47184.44,2.24069765,3.7553047950002663
2022-01-02T14:15:00Z,47166.95,47204.11,47030.05,47051.08,2.86484964,3.0817584680002668
2022-01-02T14:30:00Z,47082.39,47181.47,47080.05,47147.63,1.52434659,3.0354146155002666
2022-01-02T14:45:00Z,47162.81,47183.53,47107.21,47131.8,1.469864,2.8602567630002667
2022-01-02T15:00:00Z,47117.79,47332.43,47088.88,47277.94,12.37581412,3.409750165000267
2022-01-02T15:15:00Z,47293.11,47318.02,47194.62,47205.51,10.61592158,3.788791280000267
2022-01-02T15:30:00Z,47192.62,47229.34,47126.05,47221.99,4.03399211,3.9061137530002674
2022-01-02T15:45:00Z,47233.21,47386.74,47232.44,47345.92,4.90888823,4.102725146000267
2022-01-02T16:00:00Z,47359.86,47489.29,47303.68,47434.29,1.63177121,4.068931800000267
2022-01-02T16:15:00Z,47478.09,47488.24,47386.26,47449.26,1.03725327,3.927079635000267
2022-01-02T16:30:00Z,47474.3,47674.25,47474.3,47576.22,14.54168189,4.528456545000267
2022-01-02T16:45:00Z,47571.35,47890,47571.35,47828.81,11.36142431,5.0063482810002675
2022-01-02T17:00:00Z,47823.72,47989,47520.16,47520.16,25.13177973,5.928601491000268
2022-01-02T17:15:00Z,47571.84,47692.27,47480,47659.26,21.18425487,6.5089237720002675
2022-01-02T17:30:00Z,47688.49,47688.49,47540.24,47622.88,12.53283113,7.043904554500267
2022-01-02T17:45:00Z,47612.46,47620.27,47332.43,47426.88,17.61698266,7.835177133000267
2022-01-02T18:00:00Z,47425.1,47425.1,47247,47269.54,27.33717823,9.114719305000268
2022-01-02T18:15:00Z,47259.46,47306,46877.12,46962.4,30.24359856,10.368701231500268
2022-01-02T18:30:00Z,46925.71,47002.33,46660,46917.44,43.41968191,12.440798763500268
2022-01-02T18:45:00Z,46944.32,47079,46883.66,47068.62,9.07991168,12.75763616850027
2022-01-02T19:00:00Z,47058.9,47227.31,46978,47079.44,13.58977761,13.32509016650027
2022-01-02T19:15:00Z,47092.05,47145.17,46858.88,46918.87,9.18778615,13.641236992000273
2022-01-02T19:30:00Z,46908.88,47010.04,46827.68,46940.58,10.99493059,14.114766192000275
2022-01-02T19:45:00Z,46943.69,46992.4,46905.37,46907.08,6.98584727,14.390565355500277
2022-01-02T20:00:00Z,46905.37,47060.63,46852.12,47041.61,5.2317227,14.033360784500278
2022-01-02T20:15:00Z,47038.88,47058.87,46980.28,47047.65,4.49636466,13.727382938500275
2022-01-02T20:30:00Z,47054.49,47054.49,46914.31,46960.69,3.84396145,13.717881405500275
2022-01-02T20:45:00Z,46972.2,47047,46946.02,47020.84,1.77096039,13.560985013500277
2022-01-02T21:00:00Z,47009.8,47185.97,46946.83,47167.74,5.03882712,13.731337809000276
2022-01-02T21:15:00Z,47164.06,47164.06,47057.71,47075.85,5.86280817,13.972615554000276
2022-01-02T21:30:00Z,47078.24,47159.4,47076.64,47076.65,4.42889393,13.466976156000277
2022-01-02T21:45:00Z,47042.61,47051.66,47000,47031.94,3.62192138,13.080001009500275
2022-01-02T22:00:00Z,47031.94,47212.06,47031.94,47212.06,4.04401704,12.025612875000276
2022-01-02T22:15:00Z,47209.64,47209.64,47132.64,47167.85,5.05562535,11.219181399000277
2022-01-02T22:30:00Z,47152.52,47399,47152.52,47367.62,12.11860506,11.198470095500276
2022-01-02T22:45:00Z,47377.36,47377.36,47266.29,47278.73,1.85156034,10.410198979500276
2022-01-02T23:00:00Z,47278.7,47446.1,47278.7,47341.64,85.26343392,13.306511764000277
2022-01-02T23:15:00Z,47330,47423.94,47297.63,47423.94,12.17126492,12.402895082000276
2022-01-02T23:30:00Z,47425.65,47488.83,47345,47358.99,6.81295023,10.572558498000276
2022-01-02T23:45:00Z,47367.08,47401.23,47322.49,47350.22,0.56223309,10.146674568500277
2022-01-03T00:00:00Z,47290.55,47291.13,47159.63,47159.63,2.65966372,9.600168874000277
2022-01-03T00:15:00Z,47188.59,47275,47183.7,47183.7,3.35805956,9.308682544500275
2022-01-03T00:30:00Z,47189.43,47189.43,47063.51,47185.83,8.07276761,9.162574395500275
2022-01-03T00:45:00Z,47157.76,47216.98,47076.89,47076.96,5.34193147,9.080378605500275
2022-01-03T01:00:00Z,47060,47098.04,47040,47051.82,2.32401114,8.934993027500276
2022-01-03T01:15:00Z,47052.08,47097.36,46980,47041.39,2.66678859,8.843514224000277
2022-01-03T01:30:00Z,47061.87,47097.5,46997.35,47006.08,3.37828759,8.820230531000277
2022-01-03T01:45:00Z,47006.89,47165.93,46975.75,47118,2.89462393,8.876413708000277
2022-01-03T02:00:00Z,47117.03,47121.7,46920,46931.93,6.28375963,8.938660333500277
2022-01-03T02:15:00Z,46901,47010.99,46889.77,46995.84,3.46883813,8.818961831500276
2022-01-03T02:30:00Z,46985.36,47058.15,46974.33,46994.77,3.96795526,8.795914898000277
2022-01-03T02:45:00Z,46990.04,47032.38,46870.87,46999.1,13.49978135,9.289807896500276
2022-01-03T03:00:00Z,47010.38,47097.09,46984.27,47004.27,5.06096312,9.340655200500276
2022-01-03T03:15:00Z,46965.26,46977.06,46873.74,46967.58,3.09106836,9.242427351000277
2022-01-03T03:30:00Z,46974.3,46983.3,46760,46814.54,11.91400773,9.232197484500277
2022-01-03T03:45:00Z,46783.34,46861.44,46725.6,46799.72,5.05771283,9.392505109000277
2022-01-03T04:00:00Z,46791.13,46886.87,46771.22,46877.61,1.34535553,5.196601189500277
2022-01-03T04:15:00Z,46884.31,46906.99,46824.36,46836.43,2.34000501,4.705038194000277
2022-01-03T04:30:00Z,46855.44,46929.25,46841.13,46908.72,2.99005477,4.513893421000278
2022-01-03T04:45:00Z,46934.47,46934.47,46801.77,46834.77,4.144926,4.693028066500277
2022-01-03T05:00:00Z,46844.05,46881.57,46792.64,46792.64,11.72188175,5.146138968000277
2022-01-03T05:15:00Z,46792.19,47039,46791.76,46996.24,9.87558335,5.472015157500277
2022-01-03T05:30:00Z,46961.58,47222.99,46961.25,47169.71,17.03340736,5.920047145000277
2022-01-03T05:45:00Z,47176.64,47176.65,47060.99,47093.47,1.63996771,5.734948957000276
2022-01-03T06:00:00Z,47101.42,47112.67,47031.64,47033.32,1.70606957,5.704051878500276
2022-01-03T06:15:00Z,47036.28,47062.25,46960,46967.91,6.26403844,5.883914371000276
2022-01-03T06:30:00Z,46967.9,47066.04,46956.62,47057.68,4.45307001,5.937653492000276
2022-01-03T06:45:00Z,47043.02,47043.02,46897.62,46944.05,4.7062363,6.028234110500277
2022-01-03T07:00:00Z,46905.61,46935.37,46870.12,46923.83,2.40820676,5.834456467000276
2022-01-03T07:15:00Z,46946.73,46973.35,46899.87,46962.99,3.56268185,5.839148653000277
2022-01-03T07:30:00Z,46969.79,47031.03,46969.79,47003.29,23.14147857,6.797824818500277
2022-01-03T07:45:00Z,46993.49,47089.49,46972.91,47070.27,4.89663943,6.3676677225002765
2022-01-03T08:00:00Z,47071.61,47140.13,47040,47074.81,4.85095818,6.357167475500277
2022-01-03T08:15:00Z,47059.03,47059.03,46991.14,47014.64,2.57070526,6.331149320500277
2022-01-03T08:30:00Z,47011.23,47034.79,46936.84,46958.86,5.25691477,5.998294672500277
2022-01-03T08:45:00Z,46981.22,47005.34,46946.81,46967.46,3.16381051,5.903599556500277
2022-01-03T09:00:00Z,46996.89,47117.18,46982.9,46982.9,5.94272954,6.133468257000277
2022-01-03T09:15:00Z,46960,46980.26,46790,46825.84,6.64978562,6.348957287500277
2022-01-03T09:30:00Z,46821.18,46913.74,46788,46892.46,3.99602277,6.399255687500277
2022-01-03T09:45:00Z,46901.31,47002.14,46875.87,46988.78,7.64824493,6.574421634000276
2022-01-03T10:00:00Z,46998.68,47265.74,46998.68,47210.45,8.90135482,6.433395287500277
2022-01-03T10:15:00Z,47186.52,47211.08,47075.4,47087.45,3.7651906,6.127875650000276
2022-01-03T10:30:00Z,47079.09,47202.34,47032.42,47180.71,13.25772377,5.939091470500276
2022-01-03T10:45:00Z,47182.97,47245.81,47114.99,47153.22,7.22860433,6.2185233015002765
2022-01-03T11:00:00Z,47159.7,47360,47159.7,47360,26.43019757,7.454729701500277
2022-01-03T11:15:00Z,47349.99,47404.57,47289.06,47336.76,14.24436072,7.853745815500277
2022-01-03T11:30:00Z,47348.25,47348.25,47240.54,47304.6,6.7732774,7.969756185000277
2022-01-03T11:45:00Z,47299.17,47438.94,47276.2,47399.93,2.88757163,7.878822951500277
2022-01-03T12:00:00Z,47414.12,47560.04,47275.55,47497.84,21.12386366,8.814605796500278
2022-01-03T12:15:00Z,47507.62,47586.58,47336.58,47381.68,11.5550225,9.214222829000278
2022-01-03T12:30:00Z,47403.81,47414.38,47236.45,47290.45,2.72317433,8.193307617000277
2022-01-03T12:45:00Z,47288.41,47315.76,47196.53,47212.84,3.7088589,8.133918590500278
2022-01-03T13:00:00Z,47213.14,47316.4,47213.14,47254.92,15.73323782,8.678032572500278
2022-01-03T13:15:00Z,47283.98,47372.61,47283.98,47319.54,3.73473331,8.736233975000278
2022-01-03T13:30:00Z,47321.56,47341.25,47215.04,47235.37,5.59081671,8.752929072000278
2022-01-03T13:45:00Z,47252.54,47288.43,47140,47141.55,15.70947564,9.380212328500278
2022-01-03T14:00:00Z,47154.32,47205.84,46936.74,47032.35,21.84225752,10.175188727500279
2022-01-03T14:15:00Z,47030.83,47117.54,46974.2,47091.92,1.39324131,9.91236151200028
2022-01-03T14:30:00Z,47108.05,47291.8,47075.71,47153.32,36.1581295,11.52046684850028
2022-01-03T14:45:00Z,47177.7,47177.7,46780,46877.38,42.39990617,13.25804991050028
2022-01-03T15:00:00Z,46861.99,46993.11,46790.34,46993.11,9.52828402,13.28939637050028
2022-01-03T15:15:00Z,46996.09,47027.98,46857.55,46958.69,7.33464179,13.467868930000279
2022-01-03T15:30:00Z,46951.19,46951.19,46841.87,46896.36,36.81688464,14.64582697350028
2022-01-03T15:45:00Z,46888.78,46948.05,46588.4,46701.11,72.03095653,17.885944583500283
2022-01-03T16:00:00Z,46669.33,46761.41,46555.69,46637.14,14.22468733,17.275669071500282
2022-01-03T16:15:00Z,46639.12,46639.12,46288.83,46412.25,46.33615978,18.880259024500283
2022-01-03T16:30:00Z,46350.28,46531.01,46309.99,46436.68,20.9979361,19.59149195950028
2022-01-03T16:45:00Z,46448.97,46495.8,46321.82,46495.8,6.20780792,19.75750377400028
2022-01-03T17:00:00Z,46469.72,46680.2,46420.64,46454.47,23.36803161,19.869712171500282
2022-01-03T17:15:00Z,46454.47,46781.44,46419.19,46701.76,9.25953625,19.754937859000282
2022-01-03T17:30:00Z,46708.11,46801,46568.76,46568.76,15.78951374,20.408254829500283
2022-01-03T17:45:00Z,46651.3,46692,46603.35,46603.35,1.81616715,20.313620242000283
2022-01-03T18:00:00Z,46565.47,46741.95,46561.75,46602.91,5.67450615,19.810683658500285
2022-01-03T18:15:00Z,46619.12,46693.83,46579.27,46627.04,7.97498125,20.022696055500283
2022-01-03T18:30:00Z,46628.77,46651.26,46468.96,46478.65,4.32300273,19.95930535650028
2022-01-03T18:45:00Z,46478.65,46522.69,46410.71,46463.8,12.03227943,19.77544554600028
2022-01-03T19:00:00Z,46503.28,46566.44,46371.59,46502.37,9.23302752,19.144984046000282
2022-01-03T19:15:00Z,46485.15,46654.74,46477.25,46634.68,1.95295583,19.172969772000283
2022-01-03T19:30:00Z,46626.81,46654.75,46574.23,46608.74,2.51699957,17.490913275500283
2022-01-03T19:45:00Z,46593.27,46619.21,46377.2,46377.2,5.01754202,15.621795068000285
2022-01-03T20:00:00Z,46364.81,46405.69,46210,46311.43,22.61595452,16.276178593000285
2022-01-03T20:15:00Z,46300,46348.79,45735,45788.87,85.36039587,20.177466297000286
2022-01-03T20:30:00Z,45795.86,45960.14,45692.13,45788.62,54.09748542,21.041496336000286
2022-01-03T20:45:00Z,45803.28,45972.83,45803.28,45934.42,10.27554029,17.953725524000284
2022-01-03T21:00:00Z,45907.8,46013.61,45824.02,45832.48,7.42152738,17.613567526500283
2022-01-03T21:15:00Z,45832.48,46068.11,45832.48,46036.4,6.40147116,15.616833095500283
2022-01-03T21:30:00Z,46036.4,46284.7,46031.12,46031.12,12.52501736,15.193187158500283
2022-01-03T21:45:00Z,46055.7,46136.2,45987.34,45996.23,4.19165097,15.092379311000283
2022-01-03T22:00:00Z,45983.91,46161.63,45983.58,46127.8,6.61433406,14.254694433500282
2022-01-03T22:15:00Z,46127.8,46321.61,46081.76,46283.28,18.56933617,14.720184429500282
2022-01-03T22:30:00Z,46280.37,46456.76,46198.99,46266.53,11.50847742,14.50613261350028
2022-01-03T22:45:00Z,46264.93,46317.62,46113.94,46220.84,58.42930557,17.33678953450028
2022-01-03T23:00:00Z,46255.68,46463.16,46174.63,46379.93,14.47326036,17.77672724500028
2022-01-03T23:15:00Z,46367.5,46472.62,46346.8,46419.5,10.45870097,17.90091323100028
2022-01-03T23:30:00Z,46419.59,46579.41,46382.52,46541.91,11.57867716,18.26369695250028
2022-01-03T23:45:00Z,46542.38,46554.4,46423.03,46439.89,2.71206006,17.797685984000278
2022-01-04T00:00:00Z,46464.01,46533.31,46369.3,46402.09,4.12317445,17.54219333050028
2022-01-04T00:15:00Z,46381.45,46542.04,46238.1,46494.35,10.23017058,17.956054068000277
2022-01-04T00:30:00Z,46476.05,46513.95,46280,46280,2.6832079,17.96436448450028
2022-01-04T00:45:00Z,46270.8,46340.63,46160.17,46268.24,5.35188499,17.98108163300028
2022-01-04T01:00:00Z,46257.57,46282.86,46159.81,46282.86,3.14791528,17.00767967100028
2022-01-04T01:15:00Z,46328.47,46393.63,46246.26,46348.5,2.76335639,12.87782769700028
2022-01-04T01:30:00Z,46332.88,46332.88,46087.74,46123.2,11.56189199,10.751048025500278
2022-01-04T01:45:00Z,46132.89,46174.78,46053.89,46065.04,7.38696996,10.606619509000279
2022-01-04T02:00:00Z,46063.82,46156.03,45941.07,45970.38,6.16558093,10.543822186500279
2022-01-04T02:15:00Z,45990.82,46152.01,45950.48,46141.75,8.88843226,10.66817024150028
2022-01-04T02:30:00Z,46147.5,46239.8,46085.11,46203.03,5.91647411,10.33774307900028
2022-01-04T02:45:00Z,46212.6,46234.77,46090.53,46127.8,2.7889723,10.267609145500279
2022-01-04T03:00:00Z,46128.88,46159.64,46026.64,46045.25,4.41738012,10.157761448500278
2022-01-04T03:15:00Z,46029.02,46212.95,46024.42,46202.41,2.75916846,9.36725306300028
2022-01-04T03:30:00Z,46208,46343.65,46190.44,46343.65,8.24383662,9.20402102300028
2022-01-04T03:45:00Z,46341.28,46385.11,46293.34,46339.22,2.46496294,6.4058038915002795
2022-01-04T04:00:00Z,46330.66,46398.89,46195.98,46257.82,6.39490992,6.00188636950028
2022-01-04T04:15:00Z,46253.31,46339.45,46242.32,46339.45,1.59598846,5.55875074400028
2022-01-04T04:30:00Z,46339.45,46418.85,46031.95,46163.53,10.38375185,5.4990044785002805
2022-01-04T04:45:00Z,46152.58,46214.45,46074.25,46108.16,4.04417342,5.565610146500281
2022-01-04T05:00:00Z,46102.67,46178.98,46058.26,46137.91,4.70963145,5.594932996500281
2022-01-04T05:15:00Z,46151.46,46304.29,46135.11,46304.29,6.10032685,5.388440810000281
2022-01-04T05:30:00Z,46273.41,46273.41,46067.77,46107.42,13.97837058,5.953198944000281
2022-01-04T05:45:00Z,46102.18,46173.57,46036.91,46166.71,7.52141689,6.061675539000281
2022-01-04T06:00:00Z,46163.57,46252.7,46064.65,46213.07,8.2347588,6.31601771500028
2022-01-04T06:15:00Z,46192.88,46282.21,46114.35,46282.21,2.38625401,6.29716259600028
2022-01-04T06:30:00Z,46288.96,46357.85,46278.53,46339.44,39.49114754,7.6936253735002795
2022-01-04T06:45:00Z,46316.18,46409.79,46289.22,46387.93,23.01548281,8.47505101600028
2022-01-04T07:00:00Z,46382.68,46481,46341.72,46377.14,13.04695728,8.819119833500281
2022-01-04T07:15:00Z,46365.56,46542.9,46340.19,46486.1,16.24478638,9.186937539500281
2022-01-04T07:30:00Z,46490.44,46554.77,46460.13,46543.9,14.48908318,9.61556799300028
2022-01-04T07:45:00Z,46544.36,46589.72,46480.81,46527.61,6.53565428,9.802902092000279
2022-01-04T08:00:00Z,46567.04,46681.74,46482.83,46658.99,13.74909198,10.26948768500028
2022-01-04T08:15:00Z,46660.91,46664.34,46533.6,46563.2,6.07310038,10.435184281000279
2022-01-04T08:30:00Z,46567.71,46612.13,46500.9,46500.9,8.67991669,10.45698828450028
2022-01-04T08:45:00Z,46514.88,46514.88,46423.48,46506.85,12.6386655,10.96567341250028
2022-01-04T09:00:00Z,46500.06,46609.92,46485.41,46538.67,11.8138999,11.23662291150028
2022-01-04T09:15:00Z,46540.19,46585.52,46430.92,46466.52,13.74541422,11.84409419950028
2022-01-04T09:30:00Z,46462.75,46462.75,46320,46383.57,20.94574579,12.372193896500278
2022-01-04T09:45:00Z,46385.97,46426.81,46305.34,46349.09,14.04440451,12.872205451000278
2022-01-04T10:00:00Z,46394.3,46397.79,46294.11,46337.75,7.65773483,13.019610620000279
2022-01-04T10:15:00Z,46381.56,46554.3,46381.56,46537.95,8.1487048,13.12202951750028
2022-01-04T10:30:00Z,46537.95,46630,46445.6,46611.51,14.55776259,13.15099911800028
2022-01-04T10:45:00Z,46598.81,46768.17,46585.69,46636.02,18.57972486,13.70391451650028
2022-01-04T11:00:00Z,46643.78,46768.17,46643.78,46718.7,11.2449484,13.854423996500278
2022-01-04T11:15:00Z,46716.66,46757.45,46642.47,46680.03,7.95686724,14.132954658000278
2022-01-04T11:30:00Z,46671.56,46757.05,46656.66,46733.69,6.1459136,12.46569296100028
2022-01-04T11:45:00Z,46738.95,46762.2,46678.03,46717.24,3.61330764,11.495584202500279
2022-01-04T12:00:00Z,46747.59,46754.51,46594.98,46629.15,8.51347195,11.268909936000279
2022-01-04T12:15:00Z,46627.3,46655.33,46508.63,46525.94,15.41952622,11.22764692800028
2022-01-04T12:30:00Z,46525.75,46594.93,46475.35,46506.05,22.55947474,11.631166506000278
2022-01-04T12:45:00Z,46532.82,46653.44,46443.5,46630.76,49.44536419,13.776652001500278
2022-01-04T13:00:00Z,46628.55,46670.23,46466.32,46489.15,24.12635781,14.295515293000278
2022-01-04T13:15:00Z,46490.75,46901.96,46416.03,46883.01,13.71438465,14.677579506500276
2022-01-04T13:30:00Z,46870.76,46896.36,46730.94,46839.33,30.22047823,15.754607583500277
2022-01-04T13:45:00Z,46816.27,47072.04,46816.27,46954.42,35.33673855,16.889511236000278
2022-01-04T14:00:00Z,46969.88,47046.11,46821.63,46901.18,31.34685722,17.866159102000275
